imdb_id,N_Theatres,Release Date,Summary,Budget,Opening,Gross_Domestic,Gross_Worldwide,IMDB Rating,Voters,N_Articles,Awards Summary,MPAA,keyword_tag,Production Company,Distributor,Directors,Writers,Stars,tmdb_id
tt0841108,1,"Aug 22, 2007","Hannah is a recent college graduate interning at a Chicago production company. She is crushing on two writers at work, Matt and Paul, who share an office and keep her entertained. Will a relationship with one of them disrupt the delicate ...See moreHannah is a recent college graduate interning at a Chicago production company. She is crushing on two writers at work, Matt and Paul, who share an office and keep her entertained. Will a relationship with one of them disrupt the delicate balance of their friendship?  Written by
 Joe Swanberg

See less",,"$5,901","$22,815","$26,923",5.6,"1,997",164,,Not Rated,"Comedy, Drama, Romance",Film Science,IFC Films,Joe Swanberg,"Joe Swanberg, Greta Gerwig, Kent Osborne","Greta Gerwig, Kent Osborne, Andrew Bujalski",5761
tt1220888,2,"Oct 2, 2010","Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.","$12,000,000","$8,726","$102,541","$2,169,799",5.9,"20,169",188,,R,"Comedy, Crime, Drama",Company Films,Moving Pictures Film and Television,Malcolm Venville,"Sacha Gervasi, David N. White, Stephen Hamel","Keanu Reeves, Vera Farmiga, James Caan",53172
tt8748256,400,"Oct 12, 2018",The sequel to Yol Arkadasim from 2017. Onur and Seref have become both housemates and colleagues within a year. Seref is not successful in managing the song career of Onur.,,,,"$5,278,470",5.8,"3,201",,1 win & 5 nominations,,"Adventure, Comedy",BKM,Kinostar Filmverleih,Bedran Güzel,Ibrahim Büyükak,"Ibrahim Büyükak, Oguzhan Koç, Ezgi Eyüboglu",549650
tt1424310,—,"Oct 18, 2013",A man searches the world for a set of mystic artifacts. The twelve bronze heads of the animals from the Chinese zodiac.,,,,"$171,339,013",6.0,"22,744",201,7 wins & 13 nominations,PG-13,"Action, Adventure, Comedy",Golden Harvest Company,AMC Theatres,Jackie Chan,"Frankie Chan, Jackie Chan, Cherryyoko","Jackie Chan, Shu Qi, Xingtong Yao",98567
tt0959282,2,"Apr 4, 2008",Daredevil mountain climbers on their attempt to break yet another speed climbing record.,,"$1,483","$18,254","$1,909,568",7.1,709,1,1 win & 3 nominations,Not Rated,"Documentary, Sport",Hager Moss Film,First Run Features,Pepe Danquart,Pepe Danquart,"Thomas Huber, Alexander Huber, Dean Potter",9577
tt0120661,10,"Mar 6, 1998","An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the ...See moreAn international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.  Written by
 Eric Sorensen

See less",,"$364,244","$87,178,599","$127,990,128",7.0,"3,258",56,1 win & 1 nomination,Unrated,"Documentary, Short",Arcturus Motion Pictures,MacGillivray Freeman Films,"David Breashears, Stephen Judson, Greg MacGillivray","Tim Cahill, Stephen Judson","Liam Neeson, Lhakpa Dorji, Dorje Sherpa",21736
tt1190858,4,"Jan 17, 2009",A drama centered on the trials and tribulations of a proud Palestinian Christian immigrant single mother and her teenage son in small town Indiana.,,"$58,823","$627,436","$2,176,304",7.0,"3,588",154,9 wins & 19 nominations,PG-13,Drama,National Geographic Entertainment,Virgil Films & Entertainment,Cherien Dabis,Cherien Dabis,"Nisreen Faour, Melkar Muallem, Hiam Abbass",29134
tt2048824,3,"Feb 13, 2015","A reformed frat boy opens an antique store in a college town and falls for the free-spirited girl who moves into the apartment above his shop. In time, this unlikely pair fall into a traditional courtship..","$600,000","$38,965","$1,914,090","$1,914,090",5.2,"1,999",49,5 wins & 4 nominations,PG-13,"Drama, Romance",Old is New,Freestyle Releasing,Rik Swartzwelder,Rik Swartzwelder,"Elizabeth Roberts, Rik Swartzwelder, LeJon Woods",297462
tt1485072,257,"Aug 7, 2009","An under-aged couple fall in love, face opposition from the girl's wealthy parents, elope, and go on the run from the police.",,,,"$579,199",6.4,624,25,,,"Drama, Romance",Columbia,,Satish Kaushik,"Sanjay Chauhan, Jainendra Jain, Anuj Kapoor","Ruslaan Mumtaz, Sheena Shahabadi, Rajat Kapoor",20687
tt0322545,7,"Apr 9, 2004","In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of students, artists, bohemians and barflys had ...See moreIn October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of students, artists, bohemians and barflys had flourished among crumbling buildings. Part of that microcosm is barkeeper Frank, semi-formally called 'Herr Lehmann' by friends and patrons. He hangs out drinking, sports utter disregard for anything beyond SO 36 and lazily pursues an affair with cook Katrin. His lifestyle is gradually disturbed, when his parents show up for a visit, things go awry with Katrin and his best friend Karl starts to act strange. Meanwhile, political turmoil mounts on the other side of the Wall.  Written by
 Armin Ortmann {armin@sfb288.math.tu-berlin.de}

See less","€6,000,000",,,"$4,143,889",7.1,"7,257",2,4 wins & 5 nominations,,"Comedy, Drama",Boje Buck Produktion,Universal Pictures,Leander Haußmann,Sven Regener,"Christian Ulmen, Katja Danowski, Detlev Buck",4326
tt0466713,301,"Aug 30, 2007","Basti, doesn't want to go to the Bundeswehr and writes a denial. But as his mate who fancies Basti's girlfriend ""forgets"" to send the denial Basti is taken in by the Bundeswehr- What seemed to be a nightmare soon becomes a funny adventure.",,,,"$4,802,665",5.0,"1,489",,,,Comedy,Medienfonds GFP,Constantin Film,Granz Henman,"Carsten Funke, Granz Henman, Robert Löhr","Franz Dinda, Florian Lukas, Axel Stein",4436
tt1425253,—,"Mar 15, 2011","When a young soldier leaves for a mountain biking excursion, he meets the girl of his dreams as well as a group of violent locals who want to see them dead at any cost.","€1,000,000",,,"$346,997",5.4,"2,649",58,1 win & 3 nominations,Not Rated,Horror,Blu Cinematografica,IFC Films,Federico Zampaglione,"Federico Zampaglione, Domenico Zampaglione, Giacomo Gensini","Jake Muxworthy, Karina Testa, Ottaviano Blitch",37813
tt3636528,—,"May 1, 2015","Vincent is a quiet, unassuming man. Who happens to have superhuman powers when exposed to water. He lives a life that keeps him away from others for the most part. Then he meets a girl. Then his powers are discovered. And his life changes.",,,,"$3,623",6.2,739,2,6 nominations,,"Comedy, Drama, Fantasy",Christmas In July,Le Pacte,Thomas Salvador,"Thomas Salvador, Thomas Cheysson, Thomas Bidegain","Thomas Salvador, Vimala Pons, Youssef Hajdi",294458
tt0040497,27,"Feb 19, 1952",A village postman with no sense of humour delivers his mail via bicycle on the day the travelling fair comes to town. He is disrupted by a short film about US speed and efficiency and the playful teasing of the village folk.,,,,"$74,554",7.2,"8,236",23,1 win & 1 nomination,Not Rated,Comedy,Cady Films,Arthur Mayer-Edward Kingsley,Jacques Tati,"Jacques Tati, Henri Marquet, René Wheeler","Jacques Tati, Guy Decomble, Paul Frankeur",4595
tt1854513,4,"Oct 11, 2012",A twist on the Snow White fairy tale that is set in 1920s Seville and centered on a female bullfighter.,,"$25,264","$279,735","$2,585,522",7.5,"10,917",148,48 wins & 56 nominations,PG-13,"Drama, Fantasy",Arcadia Motion Pictures,Cohen Media Group,Pablo Berger,"Pablo Berger, Jacob Grimm, Wilhelm Grimm","Maribel Verdú, Emilio Gavira, Daniel Giménez Cacho",127864
tt4426656,1,"Mar 19, 2016","While on a mission in Afghanistan, French captain Antarès Bonassieu's men start vanishing one by one without explanation.",,"$2,836","$12,810","$118,663",6.3,"1,059",24,6 wins & 11 nominations,Not Rated,"Drama, Fantasy, Mystery",Kazak Productions,Film Movement,Clément Cogitore,"Clément Cogitore, Thomas Bidegain, Nadja Dumouchel","Jérémie Renier, Swann Arlaud, Marc Robert",336663
tt1172522,28,"Jun 5, 2009","A group of sad slum residents, living on the limits of society under immense pressure, find an invitation to a handball tournament in Bavaria.","€5,000,000",,,"$282,884",7.8,"2,099",9,11 wins & 6 nominations,,"Biography, Comedy, Drama",Babelsberg Film,Fidalgo Films,Uberto Pasolini,"Ruwanthie De Chickera, Uberto Pasolini","Dharmapriya Dias, Gihan De Chickera, Dharshan Dharmaraj",57507
tt1302017,70,"Oct 29, 2008","When sassy, spunky Winona is diagnosed with lupus, Bong, a guy who secretly loves her, will do everything for her to live to the fullest before she expires.",,,,"$1,585,999",6.4,140,,2 nominations,TV-PG,"Comedy, Drama, Romance",ABS-CBN Film Productions,,Cathy Garcia-Molina,"John Roque, Tanya Bautista, Emmanuel Dela Cruz","Vhong Navarro, Toni Gonzaga, John Lloyd Cruz",25064
tt1202527,50,"Aug 20, 2008","The call center plays the center of this multi-level love story. Call-center staffers Tom and Lane are best friends, but also lovers in denial. Tom's best friend Jepoi is a call-center instructor who is in love with Cyrill, a 40-year-old ...See moreThe call center plays the center of this multi-level love story. Call-center staffers Tom and Lane are best friends, but also lovers in denial. Tom's best friend Jepoi is a call-center instructor who is in love with Cyrill, a 40-year-old professor; their May-December love affair is hampered by the dictates of a prejudiced society. Boyish chic wannabe-rock star Tonee is clueless about the growing affection of Ryan, a fellow call-center trainee. Bry, the group fashionista, is an aspiring model who unexpectedly finds love with cab-driver Axel.  Written by
 ctfabian

See less",,,,"$120,807",5.6,15,,,,"Comedy, Drama, Romance",Regal Films,Regal Films,Don Cuaresma,"Don Cuaresma, Fairlane Raymundo","Yasmien Kurdi, JC De Vera, Ehra Madrigal",32597
tt1102316,—,"Nov 23, 2007","Longtime couple Basha (Bea Alonzo) and Popoy (John Lloyd Cruz) are practically inseparable, so when they split up, it's not surprising how heartbroken each feels. But Basha, stifled by the relationship, wants to spread her wings, and Popoy...See moreLongtime couple Basha (Bea Alonzo) and Popoy (John Lloyd Cruz) are practically inseparable, so when they split up, it's not surprising how heartbroken each feels. But Basha, stifled by the relationship, wants to spread her wings, and Popoy loves her too much to stand in her way. Struggling to build their lives anew, the onetime lovers face daily reminders of their happier times together even as they try to chart their own paths.  Written by
 ledster

See less",,,,"$3,732,713",7.5,771,45,5 wins & 17 nominations,TV-PG,"Drama, Romance",ABS-CBN Film Productions,,Cathy Garcia-Molina,"Vanessa R. Valdez, Carmi Raymundo","John Lloyd Cruz, Bea Alonzo, Derek Ramsay",35881
tt1508291,90,"Sep 16, 2009","Shirley Templo (Vilma Santos-Recto) is a ruthless woman. Many people deal with her strong attitude only for fear of her cold stare, or her outlash. She works as a librarian in a school, and lives in a compound that is owned by her ...See moreShirley Templo (Vilma Santos-Recto) is a ruthless woman. Many people deal with her strong attitude only for fear of her cold stare, or her outlash. She works as a librarian in a school, and lives in a compound that is owned by her ex-husband, Benito Salvacion (Tirso Cruz III). Many of the Salvacion family members that live near the compound, even including her eldest daughter, Dang (Dimples Romana), plead with her to sell it so they can make a profit, and she can move to a more suitable living area.  Written by
 Subrat Jain

See less",,,,"$2,887,307",6.2,181,181,7 wins & 29 nominations,PG,"Comedy, Drama",ABS-CBN Film Productions,Star Cinema,Olivia M. Lamasan,"Raymond Lee, Olivia M. Lamasan, Senedy Que","Vilma Santos, John Lloyd Cruz, Luis Manzano",39076
tt1611914,85,"Feb 24, 2010","Allan Alvarez (John Lloyd-Cruz) occasionally takes the Pasig River ferry to go to his newly purchased home. On several of these trips, Allan always sees a girl who writes messages on stones and leaves them behind. He picks these stones up ...See moreAllan Alvarez (John Lloyd-Cruz) occasionally takes the Pasig River ferry to go to his newly purchased home. On several of these trips, Allan always sees a girl who writes messages on stones and leaves them behind. He picks these stones up and realizes that messages being written are getting worse and worse as time goes by. One day, when the girl writes ""Goodbye World"", Allan panics and stops the girl from supposedly committing suicide - he soon discovers that this is not the case. He finds out that the girl, Mia Samonte (Bea Alonzo) works as a hotel receptionist in Malaysia. They have exceptional chemistry together, even finding themselves in love after just a week.  Written by
 Anonymous

See less",,,,"$3,183,529",5.5,168,1,3 wins & 12 nominations,,"Drama, Romance",ABS-CBN Film Productions,Star Cinema,Cathy Garcia-Molina,"Vanessa R. Valdez, Tey Clamor, Juan Miguel Sevilla","John Lloyd Cruz, Bea Alonzo, Maricar Reyes",40981
tt1233519,70,"May 28, 2008","Grade-school English teacher Sarah Gonzales joins the 150,000 Pinoy OFWs working in the United Kingdom to support her husband Teddy in making a better living for their family. More than just a chronicle of the Filipino experience working ...See moreGrade-school English teacher Sarah Gonzales joins the 150,000 Pinoy OFWs working in the United Kingdom to support her husband Teddy in making a better living for their family. More than just a chronicle of the Filipino experience working as nurses and caregivers in the U.K., this story also charts Sarah's journey to self-discovery--from a submissive wife who makes sacrifices to make way for her husband's aspirations, to an empowered woman who finds dignity and pride in a humbling job as a caregiver in London.  Written by
 anonymous

See less",,,,"$3,108,225",6.2,177,1,2 wins & 29 nominations,,Drama,ABS-CBN Film Productions,Star Cinema,Chito S. Roño,"Jewel C. Castro, Chris Martinez, Chito S. Roño","Sharon Cuneta, John Estrada, Rica Peralejo",50720
tt1783350,90,"Nov 24, 2010","Apollo wants to redeem himself to Irene, a girl who he leaves on the day of their wedding, but a big problem occurs, Irene has amnesia.",,,,"$3,288,330",6.7,429,1,3 nominations,,Comedy,ABS-CBN Film Productions,Star Cinema,Cathy Garcia-Molina,"Jade Castro, Carmi Raymundo, Juan Miguel Sevilla","John Lloyd Cruz, Toni Gonzaga, Carlos Agassi",53236
tt1630030,70,"Apr 9, 2010","A straight laced university professor haunted by an event in the past meets an outspoken promo girl with something to prove. Their differences cause plenty of unwanted conflict, but as they spend more time with each other, they find that ...See moreA straight laced university professor haunted by an event in the past meets an outspoken promo girl with something to prove. Their differences cause plenty of unwanted conflict, but as they spend more time with each other, they find that they have more in common than they think.
See less",,,,"$2,168,605",6.5,107,,1 nomination,TV-PG,"Drama, Romance",ABS-CBN Film Productions,Star Home Video,Mae Czarina Cruz,"Mia Bacarro, Margarette Labrador, King Palisoc","Sam Milby, Anne Curtis, Laurice Guillen",54383
tt1692185,75,"Jul 14, 2010",A creative horror movie made up of five unique short films tied together by a similar theme.,,,,"$1,343,554",6.4,84,2,2 nominations,,"Comedy, Drama, Horror",ABS-CBN Film Productions,Star Home Video,"Ato Bautista, Cathy Garcia-Molina, Frasco Mortiz",Joel Mercado,"Sam Concepcion, AJ Perez, Robi Domingo",57942
tt1615136,71,"May 12, 2010","Rafael - a rich guy whose luck suddenly turned upside down after losing everything. When he needed to get his life back on track, he met Isak - the instant rich girl from the province. Rafael becomes her business adviser and uses her to ...See moreRafael - a rich guy whose luck suddenly turned upside down after losing everything. When he needed to get his life back on track, he met Isak - the instant rich girl from the province. Rafael becomes her business adviser and uses her to become rich again only to find out that she'll change him more than he expected.  Written by
 kojisuzuki

See less",,,,"$2,203,119",4.9,93,,1 nomination,,"Comedy, Romance",Regal Films,Regal Films,Mark A. Reyes,Aloy Adlawan,"Dingdong Dantes, Marian Rivera, Isabel Oli",58033
tt1382687,75,"Feb 25, 2009","It's been 6 months since Laida Magtalas (Sarah Geronimo) won the heart of her prince charming Miggy Montenegro (John Lloyd Cruz) and her life has been nothing but a bed of roses: she got promoted, Flippage is now in the same building where...See moreIt's been 6 months since Laida Magtalas (Sarah Geronimo) won the heart of her prince charming Miggy Montenegro (John Lloyd Cruz) and her life has been nothing but a bed of roses: she got promoted, Flippage is now in the same building where Miggy works and best of all, her hair looks better than ever. As far as Laida is concerned, nothing can wreck her perfect little world. Miggy feels like he's on top of the world as well. He's okay with his family situation, for the first time, he's in a meaningful relationship and is determined to prove to everyone that he is indeed still a work in progress, but well on his way to becoming the new and improved, Miggy!But unforseen events puts a damper on Miggy and Laida's seemingly blissful lives when Miggy gets promoted and is assigned to Laguna, while Laida is offered a job in Canada. With their careers leading Laida and Miggy in separate paths, their new relationship begins to suffer under the pressures of being apart. Will Laida and Miggy be able to overcome these new challenges and keep their happily ever after? Or will they realize, a little too late, that living the dream is actually harder than attaining it?  Written by
 ledster

See less",,,,"$4,727,411",6.4,250,14,13 nominations,,"Comedy, Drama, Romance",ABS-CBN Film Productions,Star Cinema,Cathy Garcia-Molina,"Carmi Raymundo, Chie Floresca, Norissa R. Soriano","John Lloyd Cruz, Sarah Geronimo, Rayver Cruz",58336
tt1862457,92,"Mar 23, 2011",A ladies man falls for a renowned radio DJ.,,,,"$2,785,978",5.5,171,,2 nominations,,"Comedy, Drama, Romance",ABS-CBN Film Productions,ABS-CBN,Mae Czarina Cruz,Mel Mendoza-Del Rosario,"Sarah Geronimo, Gerald Anderson, Matteo Guidicelli",63894
tt1841942,75,"Mar 2, 2011","Elizabeth Pedroza (Curtis) has been crushing on the hottest guy in her University, John Eduque Jr. (Manzano). She remains unnoticed because she's just an ordinary girl who ordinarily adores John's type, a hunky, athletic, popular honor ...See moreElizabeth Pedroza (Curtis) has been crushing on the hottest guy in her University, John Eduque Jr. (Manzano). She remains unnoticed because she's just an ordinary girl who ordinarily adores John's type, a hunky, athletic, popular honor student. But she knows that there's more to him than meets the eyes, that that distinct feature makes her love him even more. Through the years, Elizabeth strives and becomes the dream girl of every guy on the planet: independent, beautiful, sophisticated, sweet, and loving--no longer the ordinary college student. But she still loves only John, and tons of pictures of him decorate her new condominium. When she reads in the news that John Eduque has died, she immediately assumes it's ""her John."" She goes to the funeral dressed in black, complete with black veil, cries her lungs out in front of the casket, and saying everything she should have said when he was alive. When she finally notices that the deceased is John Eduque Sr., ""her John""'s father, and the casket is surrounded by horrified mourners, she runs for her life in total mortification. Now that John and his vicious mother (Domingo) are on the lookout for her, believing that she was John Sr.'s mistress, what could happen to Elizabeth's lifelong dream of becoming John's one and only love?
See less",,,,"$1,348,109",6.1,71,,1 nomination,PG,Comedy,Viva Films,Viva International Pictures,Wenn V. Deramas,"Mel Mendoza-Del Rosario, Wenn V. Deramas","Anne Curtis, Luis Manzano, Eugene Domingo",63897
tt1906507,50,"May 4, 2011","A newlywed couple, Grace and Ronnie, inherit a condominium unit from Ronnie's deceased father. But, as they move into the unit, they are faced with a series of horrific mishaps and misfortunes.",,,,"$244,040",5.8,44,,,PG,"Horror, Thriller",Viva Films,Viva International Pictures,Topel Lee,Aloy Adlawan,"Cristine Reyes, Ryan Eigenmann, Carlo Aquino",68302
tt1333093,75,"Dec 6, 2008","Women leaves her true love, ranch and family to go to Australia to support her family.",,,,"$1,418,466",6.1,43,,7 nominations,,"Drama, Romance",ABS-CBN Film Productions,Star Cinema,Rory B. Quintos,"Jewel C. Castro, Arah Jell Badayos","Piolo Pascual, Angel Locsin, Ricky Davao",71693
tt1886693,130,"Jul 6, 2011","Four beauty pageant contestants vying for the coveted title of ""Miss Manila Sunshine"" set sail on a yacht. They ended up stranded on a deserted island after their vessel catches fire. Together with an attractive young man, a maid, and the ...See moreFour beauty pageant contestants vying for the coveted title of ""Miss Manila Sunshine"" set sail on a yacht. They ended up stranded on a deserted island after their vessel catches fire. Together with an attractive young man, a maid, and the gay pageant director, the four ladies find life ""anything but dull"".  Written by
 Anonymous

See less",,,,"$1,426,751",6.2,81,,1 win & 3 nominations,,"Comedy, Drama",Regal Films,GMA Films,Chris Martinez,"Toto Belano, Chris Martinez","Marian Rivera, Rufa Mae Quinto, Heart Evangelista",72759
tt2057445,160,"Oct 7, 2011","Furniture supplier Ram (Derek Ramsay) is happily married to Charmaine (Cristine Reyes). One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara (Anne Curtis), the daughter of the owner of the resort, to finalize...See moreFurniture supplier Ram (Derek Ramsay) is happily married to Charmaine (Cristine Reyes). One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara (Anne Curtis), the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.  Written by
 ledster

See less",,,,"$6,522,701",5.9,308,8,2 wins & 28 nominations,TV-14,"Drama, Romance, Thriller",ABS-CBN Film Productions,Star Cinema,Ruel S. Bayani,"Keiko Aquino, Ricardo Fernando III, Kriz G. Gazmen","Anne Curtis, Derek Ramsay, Cristine Reyes",78245
tt2073059,140,"Oct 26, 2011",A gay man tries to prove himself by joining the military.,,,,"$7,654,855",4.7,254,,,,Comedy,ABS-CBN Film Productions,Star Cinema,Wenn V. Deramas,"Wenn V. Deramas, Keiko Aquino","Vice Ganda, Eddie Garcia, Derek Ramsay",79063
tt1210341,70,"Nov 29, 2008",A story about a wife's struggle for her husband and true love.,,,,"$1,328,536",6.8,65,,1 win,,"Drama, Mystery, Romance",GMA Films,GMA Films,Mac Alejandre,"Irma Dimaranan, Annette Gozon, Maryo J. de los Reyes","Dingdong Dantes, Marian Rivera, Iza Calzado",81169
tt2027274,130,"Aug 31, 2011","Two women are at very different stages of their love life. One is middle aged and looking for a way out of her marriage. The other is young, outgoing, and excited to get married to the love of her life. The two try to convince each other ...See moreTwo women are at very different stages of their love life. One is middle aged and looking for a way out of her marriage. The other is young, outgoing, and excited to get married to the love of her life. The two try to convince each other that their outlook is better, getting into all sorts of hijinks along the way.
See less",,,,"$860,697",7.0,64,,,,Comedy,ABS-CBN Film Productions,Star Cinema,Jose Javier Reyes,Jose Javier Reyes,"Toni Gonzaga, Eugene Domingo, Zanjoe Marudo",81519
tt1961179,42,"Oct 20, 2011","Jocelyn, Rainier, and Bingbong are film-school graduates dead-set on making an Oscar-worthy film. They set out to do a quick pre-production as a courtesy call to their lead actress (Eugene Domingo), and a thorough inspection of their ...See moreJocelyn, Rainier, and Bingbong are film-school graduates dead-set on making an Oscar-worthy film. They set out to do a quick pre-production as a courtesy call to their lead actress (Eugene Domingo), and a thorough inspection of their film's major location, the Payatas dumpsite. They believe they have a winning script and the energy and drive to make their dreams come true, no matter what the cost.  Written by
 ledster

See less",,,,"$711,177",7.1,390,2,17 wins & 36 nominations,TV-PG,Comedy,Cinemalaya,Star Cinema,Marlon Rivera,Chris Martinez,"Eugene Domingo, JM de Guzman, Kean Cipriano",83272
tt2100397,110,"Nov 2, 2011","This is a remake of the 1992 Aswang (Shapeshifting Monster) film starring Alma Moreno. In this version, two kids witness their parents' murder and escape into a town plagued by a subspecies of aswangs called Abwak. Terrorized by the ...See moreThis is a remake of the 1992 Aswang (Shapeshifting Monster) film starring Alma Moreno. In this version, two kids witness their parents' murder and escape into a town plagued by a subspecies of aswangs called Abwak. Terrorized by the monster and assassins running after them, the kids are helped by a mysterious woman who is part of the Abwak clan. Philippines Tagalog movie.
See less",,,,"$722,156",5.5,66,2,1 win & 6 nominations,TV-PG,"Action, Fantasy, Horror",Regal Films,Regal Films,Jerrold Tarog,"Aloy Adlawan, Jerrold Tarog","Lovi Poe, Paulo Avelino, Albie Casiño",83986
tt1168764,60,"Jun 18, 2008","Set in the 13th century, the film is a fictionalized tale of Princess Urduja, a legendary warrior princess of Pangasinan.",,,,"$253,087",7.4,54,,3 wins & 3 nominations,,"Animation, Action, Comedy",APT Entertainment,GMA Films,Reggie Entienza,"Reggie Entienza, Michael Tuviera","Regine Velasquez, Cesar Montano, Eddie Garcia",87157
tt1217075,70,"Apr 30, 2008","Ben (Aga Muhlach), an environmental lawyer and serial dater, meets Michelle (Anne Curtis), daughter of a successful real-estate developer. Their casual relationship turns problematic when they are on different pages about exclusivity. ...See moreBen (Aga Muhlach), an environmental lawyer and serial dater, meets Michelle (Anne Curtis), daughter of a successful real-estate developer. Their casual relationship turns problematic when they are on different pages about exclusivity. Things get even worse when Ben's environmental group fights Michelle's dad's important real-estate project. When Love Begins, a Filipino film from Star Cinema.
See less",,,,"$2,045,900",4.9,67,,14 nominations,,"Drama, Romance",ABS-CBN Film Productions,,Jose Javier Reyes,"Jose Javier Reyes, Tammy Bejerano, Kriz G. Gazmen","Aga Muhlach, Anne Curtis, Christopher De Leon",103857
tt1118648,50,"Apr 16, 2008","Manay Po 2 continues the Manay Po story about a mother with 3 sons, 2 of whom are openly gay. The eldest son Oscar (Polo Ravales) is married to his business partner/boyfriend and the two are trying to have a son via artificial insemination...See moreManay Po 2 continues the Manay Po story about a mother with 3 sons, 2 of whom are openly gay. The eldest son Oscar (Polo Ravales) is married to his business partner/boyfriend and the two are trying to have a son via artificial insemination and use of a surrogate mother. The woman named Bette (Rufa Mae Quinto) needs money and is willing to do anything for it, even being pregnant as a surrogate. Orwell (Jiro Manio), in his teens, is still confused about his sexuality and has a crush in school on his class's swimming instructor but cannot say it. Orson (John Prats), the only openly gay of the siblings, has become the campus queen, which angers Marky's girlfriend (EJ Jallorina). Problems arise between Oscar and his boyfriend when Bette demands more time with her. Bette dirty secret is that she has a live-in partner, who is revealed to be the one who stole the jewelry in the preceding film. The man steals the baby from Bette and tries to ransom it, but a timely intervention from Orson's family and friends rescues the infant, revealed to be dark complected in contrast to the tone of the mother's paler flesh. Bette reveals that she was using a skin-whitening product and bids farewell to the family.
See less",,,,"$713,437",6.0,44,,,,Comedy,Regal Films,Regal Films,Joel Lamangan,"Lily Y. Monteverde, Dinno Erece","Rufa Mae Quinto, Cherry Pie Picache, Polo Ravales",104573
tt2281161,95,"Mar 14, 2012",,,,,"$1,212,269",6.2,101,1,,TV-14,"Drama, Horror",ABS-CBN Film Productions,Skylight Films,Richard Somes,"Richard Somes, Jerry Gracio","Erich Gonzales, Derek Ramsay, Mark Gil",106395
tt2290836,90,"Jul 25, 2012","A group of people venture into a remote village to ask a mysterious faith healer to cure their ailing loved ones, unaware that through unforeseen consequences, every miraculous ""healing"" would soon be repaid in kind.",,,,"$2,465,876",6.3,245,1,16 nominations,TV-14,"Horror, Mystery, Thriller",ABS-CBN Film Productions,Star Cinema,Chito S. Roño,"Chito S. Roño, Roy Iglesias","Vilma Santos, Kim Chiu, Janice de Belen",133530
tt2239866,105,"Oct 17, 2012","Makoy, a soon-to-be-father, is suddenly forced to protect his pregnant wife from an onslaught of hungry aswang monsters. He must not just fight for his love, but fight for their very survival into trouble with a group of gypsies who transform into TikTik.","Php80,000,000",,,"$2,035,311",5.0,284,10,3 wins & 16 nominations,TV-MA,"Action, Comedy, Horror",Reality Entertainment,Agosto Dos Pictures,Erik Matti,"Erik Matti, Ronald Stephen Monteverde","Dingdong Dantes, Joey Marquez, Lovi Poe",139293
tt2769454,90,"Mar 13, 2013","Tomboyish teenage girl Patricia (""Patchot"") falls in love with her childhood best friend Ivan, who sees her only as his best friend and falls in love with her cousin Angel. Will Ivan ever fall in love with Patricia or will they just remain...See moreTomboyish teenage girl Patricia (""Patchot"") falls in love with her childhood best friend Ivan, who sees her only as his best friend and falls in love with her cousin Angel. Will Ivan ever fall in love with Patricia or will they just remain best friends forever?  Written by
 luigin teofilo

See less",,,,"$1,489,456",6.8,518,,1 nomination,,"Comedy, Romance",ABS-CBN Film Productions,Star Cinema,Dado C. Lumibao,"Melissa Mae Chua, Roumella Monge, Vanessa R. Valdez","Kathryn Bernardo, Daniel Padilla, Liza Soberano",233364
tt3528284,7,"Mar 3, 2014",A pair of exes run into each other again years after a breakup that left them with plenty of questions.,,,,"$9,189,200",6.9,548,1,2 wins & 23 nominations,,Drama,ABS-CBN Film Productions,ABS-CBN Film Productions,Olivia M. Lamasan,"Carmi Raymundo, Anjeli Pessumal, Olivia M. Lamasan","Piolo Pascual, Toni Gonzaga, Iza Calzado",255432
tt3640822,120,"Apr 2, 2014","A poor, self-described ugly girl takes a job as a personal maid for a rich, handsome young man. The two don't get along, but as they get tangled in their classmates' games of affection, their relationship becomes more complicated.",,,,"$2,687,398",6.0,530,,2 nominations,TV-PG,"Comedy, Drama, Romance",Viva Films,Viva Films,Andoy Ranay,"Mel Mendoza-Del Rosario, Denny R.","Nadine Lustre, James Reid, Yassi Pressman",269660
